Year,Series,Province,Island,Language,SchoolName,Year Level,Gender,Achievement Level,Value
2021,Alphabétisation Français - Année 4,Malampa,Paama,FRE,Lehili,4,Male,critically below minimum standard,3
2021,Alphabétisation Français - Année 4,Malampa,Paama,FRE,Lehili,4,Female,critically below minimum standard,2
2021,Alphabétisation Français - Année 4,Malampa,Paama,FRE,Lehili,4,Male,approaching minimum standard,2
2021,Alphabétisation Français - Année 4,Malampa,Paama,FRE,Lehili,4,Female,approaching minimum standard,2
2021,English Literacy - Year 4,Malampa,Malekula,ENG,LekanSDA,4,Male,critically below minimum standard,1
2021,English Literacy - Year 4,Malampa,Malekula,ENG,LekanSDA,4,Female,critically below minimum standard,0
2021,English Literacy - Year 4,Malampa,Malekula,ENG,LekanSDA,4,Male,approaching minimum standard,4
2021,English Literacy - Year 4,Malampa,Malekula,ENG,LekanSDA,4,Female,approaching minimum standard,2
2021,English Literacy - Year 4,Malampa,Malekula,ENG,LekanSDA,4,Male,meeting minimum standard,3
2021,English Literacy - Year 4,Malampa,Malekula,ENG,LekanSDA,4,Female,meeting minimum standard,2
2021,English Literacy - Year 4,Malampa,Malekula,ENG,LekanSDA,4,Male,exceeding minimum standard,1
2021,English Literacy - Year 4,Malampa,Malekula,ENG,LekanSDA,4,Female,exceeding minimum standard,2
2021,English Literacy - Year 6,Malampa,Malekula,ENG,LekanSDA,6,Male,meeting minimum standard,1
2021,English Literacy - Year 6,Malampa,Malekula,ENG,LekanSDA,6,Female,meeting minimum standard,0
2021,English Literacy - Year 6,Malampa,Malekula,ENG,LekanSDA,6,Male,exceeding minimum standard,1
2021,English Literacy - Year 6,Malampa,Malekula,ENG,LekanSDA,6,Female,exceeding minimum standard,0
2021,Numeracy - Year 4,Malampa,Malekula,ENG,LekanSDA,4,Male,critically below minimum standard,1
2021,Numeracy - Year 4,Malampa,Malekula,ENG,LekanSDA,4,Female,critically below minimum standard,0
2021,Numeracy - Year 4,Malampa,Malekula,ENG,LekanSDA,4,Male,approaching minimum standard,1
2021,Numeracy - Year 4,Malampa,Malekula,ENG,LekanSDA,4,Female,approaching minimum standard,1
2021,Numeracy - Year 4,Malampa,Malekula,ENG,LekanSDA,4,Male,meeting minimum standard,4
2021,Numeracy - Year 4,Malampa,Malekula,ENG,LekanSDA,4,Female,meeting minimum standard,5
2021,Numeracy - Year 4,Malampa,Malekula,ENG,LekanSDA,4,Male,exceeding minimum standard,4
2021,Numeracy - Year 4,Malampa,Malekula,ENG,LekanSDA,4,Female,exceeding minimum standard,5
2021,Numeracy - Year 6,Malampa,Malekula,ENG,LekanSDA,6,Male,meeting minimum standard,1
2021,Numeracy - Year 6,Malampa,Malekula,ENG,LekanSDA,6,Female,meeting minimum standard,0
2021,Numeracy - Year 6,Malampa,Malekula,ENG,LekanSDA,6,Male,exceeding minimum standard,1
2021,Numeracy - Year 6,Malampa,Malekula,ENG,LekanSDA,6,Female,exceeding minimum standard,0
2021,English Literacy - Year 4,Malampa,Ambrym,ENG,Leleut,4,Male,critically below minimum standard,3
2021,English Literacy - Year 4,Malampa,Ambrym,ENG,Leleut,4,Female,critically below minimum standard,1
2021,English Literacy - Year 4,Malampa,Ambrym,ENG,Leleut,4,Male,approaching minimum standard,4
2021,English Literacy - Year 4,Malampa,Ambrym,ENG,Leleut,4,Female,approaching minimum standard,1
2021,English Literacy - Year 4,Malampa,Ambrym,ENG,Leleut,4,Male,meeting minimum standard,7
2021,English Literacy - Year 4,Malampa,Ambrym,ENG,Leleut,4,Female,meeting minimum standard,2
2021,English Literacy - Year 4,Malampa,Ambrym,ENG,Leleut,4,Male,exceeding minimum standard,3
2021,English Literacy - Year 4,Malampa,Ambrym,ENG,Leleut,4,Female,exceeding minimum standard,1
2021,English Literacy - Year 6,Malampa,Ambrym,ENG,Leleut,6,Male,critically below minimum standard,6
2021,English Literacy - Year 6,Malampa,Ambrym,ENG,Leleut,6,Female,critically below minimum standard,2
2021,English Literacy - Year 6,Malampa,Ambrym,ENG,Leleut,6,Male,approaching minimum standard,5
2021,English Literacy - Year 6,Malampa,Ambrym,ENG,Leleut,6,Female,approaching minimum standard,2
2021,English Literacy - Year 6,Malampa,Ambrym,ENG,Leleut,6,Male,meeting minimum standard,4
2021,English Literacy - Year 6,Malampa,Ambrym,ENG,Leleut,6,Female,meeting minimum standard,4
2021,English Literacy - Year 6,Malampa,Ambrym,ENG,Leleut,6,Male,exceeding minimum standard,2
2021,English Literacy - Year 6,Malampa,Ambrym,ENG,Leleut,6,Female,exceeding minimum standard,3
2021,Numeracy - Year 4,Malampa,Ambrym,ENG,Leleut,4,Male,critically below minimum standard,1
2021,Numeracy - Year 4,Malampa,Ambrym,ENG,Leleut,4,Female,critically below minimum standard,0
2021,Numeracy - Year 4,Malampa,Ambrym,ENG,Leleut,4,Male,approaching minimum standard,1
2021,Numeracy - Year 4,Malampa,Ambrym,ENG,Leleut,4,Female,approaching minimum standard,0
2021,Numeracy - Year 4,Malampa,Ambrym,ENG,Leleut,4,Male,meeting minimum standard,4
2021,Numeracy - Year 4,Malampa,Ambrym,ENG,Leleut,4,Female,meeting minimum standard,2
2021,Numeracy - Year 4,Malampa,Ambrym,ENG,Leleut,4,Male,exceeding minimum standard,7
2021,Numeracy - Year 4,Malampa,Ambrym,ENG,Leleut,4,Female,exceeding minimum standard,3
2021,Numeracy - Year 6,Malampa,Ambrym,ENG,Leleut,6,Male,critically below minimum standard,4
2021,Numeracy - Year 6,Malampa,Ambrym,ENG,Leleut,6,Female,critically below minimum standard,0
2021,Numeracy - Year 6,Malampa,Ambrym,ENG,Leleut,6,Male,approaching minimum standard,4
2021,Numeracy - Year 6,Malampa,Ambrym,ENG,Leleut,6,Female,approaching minimum standard,1
2021,Numeracy - Year 6,Malampa,Ambrym,ENG,Leleut,6,Male,meeting minimum standard,5
2021,Numeracy - Year 6,Malampa,Ambrym,ENG,Leleut,6,Female,meeting minimum standard,2
2021,Numeracy - Year 6,Malampa,Ambrym,ENG,Leleut,6,Male,exceeding minimum standard,6
2021,Numeracy - Year 6,Malampa,Ambrym,ENG,Leleut,6,Female,exceeding minimum standard,5
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Lerawo,4,Male,critically below minimum standard,1
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Lerawo,4,Female,critically below minimum standard,0
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Lerawo,4,Male,approaching minimum standard,2
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Lerawo,4,Female,approaching minimum standard,4
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Lerawo,4,Male,meeting minimum standard,4
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Lerawo,4,Female,meeting minimum standard,4
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Lerawo,4,Male,exceeding minimum standard,2
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Lerawo,4,Female,exceeding minimum standard,4
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Lerawo,6,Male,critically below minimum standard,1
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Lerawo,6,Female,critically below minimum standard,1
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Lerawo,6,Male,approaching minimum standard,3
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Lerawo,6,Female,approaching minimum standard,3
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Lerawo,6,Male,meeting minimum standard,2
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Lerawo,6,Female,meeting minimum standard,3
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Lerawo,6,Male,exceeding minimum standard,1
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Lerawo,6,Female,exceeding minimum standard,2
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Lerawo,4,Male,critically below minimum standard,0
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Lerawo,4,Female,critically below minimum standard,1
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Lerawo,4,Male,approaching minimum standard,2
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Lerawo,4,Female,approaching minimum standard,5
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Lerawo,4,Male,meeting minimum standard,4
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Lerawo,4,Female,meeting minimum standard,7
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Lerawo,4,Male,exceeding minimum standard,2
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Lerawo,4,Female,exceeding minimum standard,4
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Lerawo,6,Male,critically below minimum standard,0
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Lerawo,6,Female,critically below minimum standard,1
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Lerawo,6,Male,approaching minimum standard,1
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Lerawo,6,Female,approaching minimum standard,2
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Lerawo,6,Male,meeting minimum standard,3
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Lerawo,6,Female,meeting minimum standard,2
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Lerawo,6,Male,exceeding minimum standard,2
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Lerawo,6,Female,exceeding minimum standard,3
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Leviamp,4,Male,critically below minimum standard,2
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Leviamp,4,Female,critically below minimum standard,0
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Leviamp,4,Male,approaching minimum standard,10
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Leviamp,4,Female,approaching minimum standard,6
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Leviamp,4,Male,meeting minimum standard,15
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Leviamp,4,Female,meeting minimum standard,8
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Leviamp,4,Male,exceeding minimum standard,4
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Leviamp,4,Female,exceeding minimum standard,4
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Leviamp,6,Male,critically below minimum standard,3
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Leviamp,6,Female,critically below minimum standard,1
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Leviamp,6,Male,approaching minimum standard,11
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Leviamp,6,Female,approaching minimum standard,5
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Leviamp,6,Male,meeting minimum standard,12
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Leviamp,6,Female,meeting minimum standard,6
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Leviamp,6,Male,exceeding minimum standard,11
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Leviamp,6,Female,exceeding minimum standard,8
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Leviamp,4,Male,critically below minimum standard,1
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Leviamp,4,Female,critically below minimum standard,1
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Leviamp,4,Male,approaching minimum standard,1
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Leviamp,4,Female,approaching minimum standard,1
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Leviamp,4,Male,meeting minimum standard,13
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Leviamp,4,Female,meeting minimum standard,9
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Leviamp,4,Male,exceeding minimum standard,14
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Leviamp,4,Female,exceeding minimum standard,11
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Leviamp,6,Male,critically below minimum standard,3
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Leviamp,6,Female,critically below minimum standard,1
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Leviamp,6,Male,approaching minimum standard,7
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Leviamp,6,Female,approaching minimum standard,1
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Leviamp,6,Male,meeting minimum standard,13
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Leviamp,6,Female,meeting minimum standard,7
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Leviamp,6,Male,exceeding minimum standard,13
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Leviamp,6,Female,exceeding minimum standard,9
2021,English Literacy - Year 4,Malampa,Ambrym,ENG,Linbul,4,Male,approaching minimum standard,4
2021,English Literacy - Year 4,Malampa,Ambrym,ENG,Linbul,4,Female,approaching minimum standard,0
2021,English Literacy - Year 4,Malampa,Ambrym,ENG,Linbul,4,Male,meeting minimum standard,8
2021,English Literacy - Year 4,Malampa,Ambrym,ENG,Linbul,4,Female,meeting minimum standard,2
2021,English Literacy - Year 4,Malampa,Ambrym,ENG,Linbul,4,Male,exceeding minimum standard,9
2021,English Literacy - Year 4,Malampa,Ambrym,ENG,Linbul,4,Female,exceeding minimum standard,5
2021,English Literacy - Year 6,Malampa,Ambrym,ENG,Linbul,6,Male,critically below minimum standard,2
2021,English Literacy - Year 6,Malampa,Ambrym,ENG,Linbul,6,Female,critically below minimum standard,1
2021,English Literacy - Year 6,Malampa,Ambrym,ENG,Linbul,6,Male,approaching minimum standard,6
2021,English Literacy - Year 6,Malampa,Ambrym,ENG,Linbul,6,Female,approaching minimum standard,4
2021,English Literacy - Year 6,Malampa,Ambrym,ENG,Linbul,6,Male,meeting minimum standard,3
2021,English Literacy - Year 6,Malampa,Ambrym,ENG,Linbul,6,Female,meeting minimum standard,4
2021,English Literacy - Year 6,Malampa,Ambrym,ENG,Linbul,6,Male,exceeding minimum standard,0
2021,English Literacy - Year 6,Malampa,Ambrym,ENG,Linbul,6,Female,exceeding minimum standard,3
2021,Numeracy - Year 4,Malampa,Ambrym,ENG,Linbul,4,Male,meeting minimum standard,8
2021,Numeracy - Year 4,Malampa,Ambrym,ENG,Linbul,4,Female,meeting minimum standard,3
2021,Numeracy - Year 4,Malampa,Ambrym,ENG,Linbul,4,Male,exceeding minimum standard,11
2021,Numeracy - Year 4,Malampa,Ambrym,ENG,Linbul,4,Female,exceeding minimum standard,5
2021,Numeracy - Year 6,Malampa,Ambrym,ENG,Linbul,6,Male,approaching minimum standard,1
2021,Numeracy - Year 6,Malampa,Ambrym,ENG,Linbul,6,Female,approaching minimum standard,0
2021,Numeracy - Year 6,Malampa,Ambrym,ENG,Linbul,6,Male,meeting minimum standard,2
2021,Numeracy - Year 6,Malampa,Ambrym,ENG,Linbul,6,Female,meeting minimum standard,6
2021,Numeracy - Year 6,Malampa,Ambrym,ENG,Linbul,6,Male,exceeding minimum standard,6
2021,Numeracy - Year 6,Malampa,Ambrym,ENG,Linbul,6,Female,exceeding minimum standard,7
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Lingarak,6,Male,critically below minimum standard,2
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Lingarak,6,Female,critically below minimum standard,1
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Lingarak,6,Male,approaching minimum standard,4
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Lingarak,6,Female,approaching minimum standard,6
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Lingarak,6,Male,meeting minimum standard,6
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Lingarak,6,Female,meeting minimum standard,19
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Lingarak,6,Male,exceeding minimum standard,5
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Lingarak,6,Female,exceeding minimum standard,13
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Lingarak,4,Male,critically below minimum standard,2
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Lingarak,4,Female,critically below minimum standard,0
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Lingarak,4,Male,approaching minimum standard,3
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Lingarak,4,Female,approaching minimum standard,4
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Lingarak,4,Male,meeting minimum standard,10
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Lingarak,4,Female,meeting minimum standard,14
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Lingarak,4,Male,exceeding minimum standard,9
2021,Numeracy - Year 4,Malampa,Malekula,ENG,Lingarak,4,Female,exceeding minimum standard,13
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Lingarak,6,Male,critically below minimum standard,1
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Lingarak,6,Female,critically below minimum standard,1
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Lingarak,6,Male,approaching minimum standard,5
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Lingarak,6,Female,approaching minimum standard,11
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Lingarak,6,Male,meeting minimum standard,8
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Lingarak,6,Female,meeting minimum standard,20
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Lingarak,6,Male,exceeding minimum standard,7
2021,Numeracy - Year 6,Malampa,Malekula,ENG,Lingarak,6,Female,exceeding minimum standard,15
2021,English Literacy - Year 4,Malampa,Paama,ENG,Liro,4,Male,critically below minimum standard,1
2021,English Literacy - Year 4,Malampa,Paama,ENG,Liro,4,Female,critically below minimum standard,0
2021,English Literacy - Year 4,Malampa,Paama,ENG,Liro,4,Male,approaching minimum standard,3
2021,English Literacy - Year 4,Malampa,Paama,ENG,Liro,4,Female,approaching minimum standard,2
2021,English Literacy - Year 4,Malampa,Paama,ENG,Liro,4,Male,meeting minimum standard,1
2021,English Literacy - Year 4,Malampa,Paama,ENG,Liro,4,Female,meeting minimum standard,3
2021,English Literacy - Year 4,Malampa,Paama,ENG,Liro,4,Male,exceeding minimum standard,0
2021,English Literacy - Year 4,Malampa,Paama,ENG,Liro,4,Female,exceeding minimum standard,2
2021,English Literacy - Year 6,Malampa,Paama,ENG,Liro,6,Male,critically below minimum standard,0
2021,English Literacy - Year 6,Malampa,Paama,ENG,Liro,6,Female,critically below minimum standard,4
2021,English Literacy - Year 6,Malampa,Paama,ENG,Liro,6,Male,approaching minimum standard,5
2021,English Literacy - Year 6,Malampa,Paama,ENG,Liro,6,Female,approaching minimum standard,6
2021,English Literacy - Year 6,Malampa,Paama,ENG,Liro,6,Male,meeting minimum standard,5
2021,English Literacy - Year 6,Malampa,Paama,ENG,Liro,6,Female,meeting minimum standard,6
2021,English Literacy - Year 6,Malampa,Paama,ENG,Liro,6,Male,exceeding minimum standard,6
2021,English Literacy - Year 6,Malampa,Paama,ENG,Liro,6,Female,exceeding minimum standard,3
2021,Numeracy - Year 4,Malampa,Paama,ENG,Liro,4,Male,critically below minimum standard,0
2021,Numeracy - Year 4,Malampa,Paama,ENG,Liro,4,Female,critically below minimum standard,1
2021,Numeracy - Year 4,Malampa,Paama,ENG,Liro,4,Male,approaching minimum standard,1
2021,Numeracy - Year 4,Malampa,Paama,ENG,Liro,4,Female,approaching minimum standard,2
2021,Numeracy - Year 4,Malampa,Paama,ENG,Liro,4,Male,meeting minimum standard,3
2021,Numeracy - Year 4,Malampa,Paama,ENG,Liro,4,Female,meeting minimum standard,2
2021,Numeracy - Year 4,Malampa,Paama,ENG,Liro,4,Male,exceeding minimum standard,2
2021,Numeracy - Year 4,Malampa,Paama,ENG,Liro,4,Female,exceeding minimum standard,3
2021,Numeracy - Year 6,Malampa,Paama,ENG,Liro,6,Male,critically below minimum standard,1
2021,Numeracy - Year 6,Malampa,Paama,ENG,Liro,6,Female,critically below minimum standard,4
2021,Numeracy - Year 6,Malampa,Paama,ENG,Liro,6,Male,approaching minimum standard,5
2021,Numeracy - Year 6,Malampa,Paama,ENG,Liro,6,Female,approaching minimum standard,6
2021,Numeracy - Year 6,Malampa,Paama,ENG,Liro,6,Male,meeting minimum standard,8
2021,Numeracy - Year 6,Malampa,Paama,ENG,Liro,6,Female,meeting minimum standard,8
2021,Numeracy - Year 6,Malampa,Paama,ENG,Liro,6,Male,exceeding minimum standard,7
2021,Numeracy - Year 6,Malampa,Paama,ENG,Liro,6,Female,exceeding minimum standard,6
2021,Numeracy - Year 4,Malampa,Ambrym,FRE,Lolibulo,4,Male,approaching minimum standard,1
2021,Numeracy - Year 4,Malampa,Ambrym,FRE,Lolibulo,4,Female,approaching minimum standard,0
2021,Numeracy - Year 4,Malampa,Ambrym,FRE,Lolibulo,4,Male,meeting minimum standard,1
2021,Numeracy - Year 4,Malampa,Ambrym,FRE,Lolibulo,4,Female,meeting minimum standard,1
2021,Numeracy - Year 4,Malampa,Ambrym,FRE,Lolibulo,4,Male,exceeding minimum standard,2
2021,Numeracy - Year 4,Malampa,Ambrym,FRE,Lolibulo,4,Female,exceeding minimum standard,1
2021,Numeracy - Year 6,Malampa,Ambrym,FRE,Lolibulo,6,Male,critically below minimum standard,0
2021,Numeracy - Year 6,Malampa,Ambrym,FRE,Lolibulo,6,Female,critically below minimum standard,2
2021,Numeracy - Year 6,Malampa,Ambrym,FRE,Lolibulo,6,Male,approaching minimum standard,0
2021,Numeracy - Year 6,Malampa,Ambrym,FRE,Lolibulo,6,Female,approaching minimum standard,1
2021,Numeracy - Year 6,Malampa,Ambrym,FRE,Lolibulo,6,Male,meeting minimum standard,1
2021,Numeracy - Year 6,Malampa,Ambrym,FRE,Lolibulo,6,Female,meeting minimum standard,2
2021,Numeracy - Year 6,Malampa,Ambrym,FRE,Lolibulo,6,Male,exceeding minimum standard,3
2021,Numeracy - Year 6,Malampa,Ambrym,FRE,Lolibulo,6,Female,exceeding minimum standard,1
2021,Alphabétisation Français - Année 6,Malampa,Ambrym,FRE,Lolibulo,6,Male,approaching minimum standard,1
2021,Alphabétisation Français - Année 6,Malampa,Ambrym,FRE,Lolibulo,6,Female,approaching minimum standard,1
2021,Alphabétisation Français - Année 6,Malampa,Ambrym,FRE,Lolibulo,6,Male,meeting minimum standard,3
2021,Alphabétisation Français - Année 6,Malampa,Ambrym,FRE,Lolibulo,6,Female,meeting minimum standard,2
2021,Alphabétisation Français - Année 6,Malampa,Ambrym,FRE,Lolibulo,6,Male,exceeding minimum standard,2
2021,Alphabétisation Français - Année 6,Malampa,Ambrym,FRE,Lolibulo,6,Female,exceeding minimum standard,0
2021,Alphabétisation Français - Année 4,Malampa,Ambrym,FRE,Lolibulo,4,Male,approaching minimum standard,2
2021,Alphabétisation Français - Année 4,Malampa,Ambrym,FRE,Lolibulo,4,Female,approaching minimum standard,1
2021,Alphabétisation Français - Année 4,Malampa,Ambrym,FRE,Lolibulo,4,Male,meeting minimum standard,2
2021,Alphabétisation Français - Année 4,Malampa,Ambrym,FRE,Lolibulo,4,Female,meeting minimum standard,1
2021,Alphabétisation Français - Année 4,Malampa,Ambrym,FRE,Lolibulo,4,Male,exceeding minimum standard,2
2021,Alphabétisation Français - Année 4,Malampa,Ambrym,FRE,Lolibulo,4,Female,exceeding minimum standard,1
2021,English Literacy - Year 4,Malampa,Paama,ENG,Luvil,4,Male,critically below minimum standard,1
2021,English Literacy - Year 4,Malampa,Paama,ENG,Luvil,4,Female,critically below minimum standard,3
2021,English Literacy - Year 4,Malampa,Paama,ENG,Luvil,4,Male,approaching minimum standard,2
2021,English Literacy - Year 4,Malampa,Paama,ENG,Luvil,4,Female,approaching minimum standard,2
2021,English Literacy - Year 4,Malampa,Paama,ENG,Luvil,4,Male,meeting minimum standard,2
2021,English Literacy - Year 4,Malampa,Paama,ENG,Luvil,4,Female,meeting minimum standard,2
2021,English Literacy - Year 4,Malampa,Paama,ENG,Luvil,4,Male,exceeding minimum standard,2
2021,English Literacy - Year 4,Malampa,Paama,ENG,Luvil,4,Female,exceeding minimum standard,2
2021,English Literacy - Year 6,Malampa,Paama,ENG,Luvil,6,Male,critically below minimum standard,5
2021,English Literacy - Year 6,Malampa,Paama,ENG,Luvil,6,Female,critically below minimum standard,0
2021,English Literacy - Year 6,Malampa,Paama,ENG,Luvil,6,Male,approaching minimum standard,4
2021,English Literacy - Year 6,Malampa,Paama,ENG,Luvil,6,Female,approaching minimum standard,1
2021,English Literacy - Year 6,Malampa,Paama,ENG,Luvil,6,Male,meeting minimum standard,1
2021,English Literacy - Year 6,Malampa,Paama,ENG,Luvil,6,Female,meeting minimum standard,4
2021,English Literacy - Year 6,Malampa,Paama,ENG,Luvil,6,Male,exceeding minimum standard,1
2021,English Literacy - Year 6,Malampa,Paama,ENG,Luvil,6,Female,exceeding minimum standard,2
2021,Numeracy - Year 4,Malampa,Paama,ENG,Luvil,4,Male,approaching minimum standard,1
2021,Numeracy - Year 4,Malampa,Paama,ENG,Luvil,4,Female,approaching minimum standard,1
2021,Numeracy - Year 4,Malampa,Paama,ENG,Luvil,4,Male,meeting minimum standard,1
2021,Numeracy - Year 4,Malampa,Paama,ENG,Luvil,4,Female,meeting minimum standard,3
2021,Numeracy - Year 4,Malampa,Paama,ENG,Luvil,4,Male,exceeding minimum standard,2
2021,Numeracy - Year 4,Malampa,Paama,ENG,Luvil,4,Female,exceeding minimum standard,3
2021,Numeracy - Year 6,Malampa,Paama,ENG,Luvil,6,Male,critically below minimum standard,0
2021,Numeracy - Year 6,Malampa,Paama,ENG,Luvil,6,Female,critically below minimum standard,1
2021,Numeracy - Year 6,Malampa,Paama,ENG,Luvil,6,Male,approaching minimum standard,2
2021,Numeracy - Year 6,Malampa,Paama,ENG,Luvil,6,Female,approaching minimum standard,1
2021,Numeracy - Year 6,Malampa,Paama,ENG,Luvil,6,Male,meeting minimum standard,5
2021,Numeracy - Year 6,Malampa,Paama,ENG,Luvil,6,Female,meeting minimum standard,4
2021,Numeracy - Year 6,Malampa,Paama,ENG,Luvil,6,Male,exceeding minimum standard,5
2021,Numeracy - Year 6,Malampa,Paama,ENG,Luvil,6,Female,exceeding minimum standard,4
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Luwoi,4,Male,critically below minimum standard,3
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Luwoi,4,Female,critically below minimum standard,1
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Luwoi,4,Male,approaching minimum standard,7
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Luwoi,4,Female,approaching minimum standard,3
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Luwoi,4,Male,meeting minimum standard,3
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Luwoi,4,Female,meeting minimum standard,3
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Luwoi,4,Male,exceeding minimum standard,1
2021,English Literacy - Year 4,Malampa,Malekula,ENG,Luwoi,4,Female,exceeding minimum standard,3
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Luwoi,6,Male,critically below minimum standard,8
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Luwoi,6,Female,critically below minimum standard,1
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Luwoi,6,Male,approaching minimum standard,9
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Luwoi,6,Female,approaching minimum standard,3
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Luwoi,6,Male,meeting minimum standard,1
2021,English Literacy - Year 6,Malampa,Malekula,ENG,Luwoi,6,Female,meeting minimum standard,4
